index,filename,code_available,hyperparameters_detailed,env_version_specified,year,conference,conf_id,seeds,keyword_0,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,keyword_6,algorithm_0,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6
191,ALMA Hierarchical Learning for Composite Multi-Agent Tasks.pdf,True,True,False,2022,neurips,neurips_2022,6-10,based\s+on\s+(?:deep\s+)?reinforcement\s+learning,through\s+(?:deep\s+)?reinforcement\s+learning,value\s+function\s+approximation,action-value\s+function,(?:discount|reward)\s+function,,,ppo,sac,,,,,
192,Value Function Decomposition for Iterative Design of Reinforcement Learning Agents.pdf,False,False,False,2022,neurips,neurips_2022,6-10,state-action\s+pairs,(?:discount|reward)\s+function,,,,,,dqn,sac,,,,,
193,Global Convergence of Direct Policy Search for State-Feedback mathcalH_infty Robust Control A Revisi.pdf,False,False,False,2022,neurips,neurips_2022,0,policy\s+gradient\s+(?:method|algorithm|approach),,,,,,,ppo,,,,,,
194,Integrating Symmetry into Differentiable Planning.pdf,True,False,False,2022,neurips,neurips_2022,1-5,state-action\s+pairs,(?:discount|reward)\s+function,,,,,,ppo,,,,,,
195,Meta Reinforcement Learning with Finite Training Tasks - a Density Estimation Approach.pdf,False,False,False,2022,neurips,neurips_2022,6-10,policy\s+gradient\s+(?:method|algorithm|approach),,,,,,,ppo,,,,,,
196,A Policy-Guided Imitation Approach for Offline Reinforcement Learning.pdf,True,False,False,2022,neurips,neurips_2022,1-5,policy\s+gradient\s+(?:method|algorithm|approach),state-action\s+pairs,(?:discount|reward)\s+function,,,,,td3,,,,,,
197,Model-based Lifelong Reinforcement Learning with Bayesian Exploration.pdf,True,False,False,2022,neurips,neurips_2022,0,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,pets,dreamer,ppo,dqn,,,
198,Adaptive Interest for Emphatic Reinforcement Learning.pdf,True,False,False,2022,neurips,neurips_2022,over 10,policy\s+gradient\s+(?:method|algorithm|approach),action-value\s+function,(?:discount|reward)\s+function,,,,,ppo,,,,,,
199,Robust Imitation via Mirror Descent Inverse Reinforcement Learning.pdf,False,False,False,2022,neurips,neurips_2022,1-5,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,ppo,,,,,,
200,Continuous Deep Q-Learning in Optimal Control Problems Normalized Advantage Functions Analysis.pdf,False,False,False,2022,neurips,neurips_2022,6-10,action-value\s+function,(?:discount|reward)\s+function,,,,,,ppo,dqn,ddpg,,,,
201,Object-Category Aware Reinforcement Learning.pdf,False,False,False,2022,neurips,neurips_2022,over 10,through\s+(?:deep\s+)?reinforcement\s+learning,,,,,,,sac,,,,,,
202,On Gap-dependent Bounds for Offline Reinforcement Learning.pdf,False,False,False,2022,neurips,neurips_2022,0,state-action\s+pairs,(?:discount|reward)\s+function,,,,,,ppo,,,,,,
203,Multifidelity Reinforcement Learning with Control Variates.pdf,False,False,False,2022,neurips,neurips_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,ppo,,,,,,
204,The Phenomenon of Policy Churn.pdf,False,False,False,2022,neurips,neurips_2022,over 10,through\s+(?:deep\s+)?reinforcement\s+learning,,,,,,,ppo,dqn,,,,,
205,Supported Policy Optimization for Offline Reinforcement Learning.pdf,True,True,False,2022,neurips,neurips_2022,6-10,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,trpo,td3,ppo,dqn,,,
206,CUP Critic-Guided Policy Reuse.pdf,True,False,False,2022,neurips,neurips_2022,6-10,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,ppo,sac,,,,,
207,Sample-Efficient Learning of Correlated Equilibria in Extensive-Form Games.pdf,False,False,False,2022,neurips,neurips_2022,0,(?:discount|reward)\s+function,,,,,,,other,,,,,,
208,Reinforcement Learning with Logarithmic Regret and Policy Switches.pdf,False,False,False,2022,neurips,neurips_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,value\s+function\s+approximation,state-action\s+pairs,(?:discount|reward)\s+function,,,,other,,,,,,
209,Sustainable Online Reinforcement Learning for Auto-bidding.pdf,True,False,False,2022,neurips,neurips_2022,over 10,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,state-action\s+pairs,(?:discount|reward)\s+function,,,,ppo,dqn,,,,,
210,Data-Efficient Pipeline for Offline Reinforcement Learning with Limited Data.pdf,False,True,False,2022,neurips,neurips_2022,0,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,value\s+function\s+approximation,(?:discount|reward)\s+function,,,,,ppo,dqn,,,,,
211,Beyond Rewards a Hierarchical Perspective on Offline Multiagent Behavioral Analysis.pdf,True,True,False,2022,neurips,neurips_2022,1-5,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,td3,ppo,dqn,,,,
212,ProtoX Explaining a Reinforcement Learning Agent via Prototyping.pdf,True,True,False,2022,neurips,neurips_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,state-action\s+pairs,(?:discount|reward)\s+function,,,,,ppo,sac,,,,,
213,TTOpt A Maximum Volume Quantized Tensor Train-based Optimization and its Application to Reinforcemen.pdf,True,True,False,2022,neurips,neurips_2022,6-10,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,ppo,,,,,,
214,S2P State-conditioned Image Synthesis for Data Augmentation in Offline Reinforcement Learning.pdf,False,False,False,2022,neurips,neurips_2022,0,(?:discount|reward)\s+function,,,,,,,sac,,,,,,
215,CodeRL Mastering Code Generation through Pretrained Models and Deep Reinforcement Learning.pdf,True,False,False,2022,neurips,neurips_2022,0,using\s+(?:deep\s+)?reinforcement\s+learning\s+to,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),,,,,other,,,,,,
216,RORL Robust Offline Reinforcement Learning via Conservative Smoothing.pdf,True,False,False,2022,neurips,neurips_2022,1-5,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,through\s+(?:deep\s+)?reinforcement\s+learning,state-action\s+pairs,(?:discount|reward)\s+function,,,,ppo,dqn,sac,,,,
217,Batch size-invariance for policy optimization.pdf,True,True,False,2022,neurips,neurips_2022,1-5,policy\s+gradient\s+(?:method|algorithm|approach),,,,,,,trpo,ppo,,,,,
218,Efficient Multi-agent Communication via Self-supervised Information Aggregation.pdf,True,False,False,2022,neurips,neurips_2022,1-5,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,ppo,dqn,,,,,
219,Direct Advantage Estimation.pdf,True,True,False,2022,neurips,neurips_2022,over 10,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),action-value\s+function,state-action\s+pairs,(?:discount|reward)\s+function,,,ppo,,,,,,
220,Robust Option Learning for Adversarial Generalization.pdf,False,False,False,2022,neurips,neurips_2022,6-10,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,ppo,dqn,ddpg,sac,,,
221,Deciding What to Model Value-Equivalent Sampling for Reinforcement Learning.pdf,False,False,False,2022,neurips,neurips_2022,0,policy\s+gradient\s+(?:method|algorithm|approach),value\s+function\s+approximation,action-value\s+function,state-action\s+pairs,(?:discount|reward)\s+function,,,ppo,dqn,sac,,,,
222,A Boosting Approach to Reinforcement Learning.pdf,False,False,False,2022,neurips,neurips_2022,0,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,ppo,,,,,,
223,Self-Organized Group for Cooperative Multi-agent Reinforcement Learning.pdf,False,False,False,2022,neurips,neurips_2022,0,policy\s+gradient\s+(?:method|algorithm|approach),action-value\s+function,(?:discount|reward)\s+function,,,,,ppo,dqn,ddpg,,,,
224,MaskPlace Fast Chip Placement via Reinforced Visual Representation Learning.pdf,False,False,False,2022,neurips,neurips_2022,1-5,(?:discount|reward)\s+function,,,,,,,ppo,sac,,,,,
225,Mildly Conservative Q-Learning for Offline Reinforcement Learning.pdf,True,False,False,2022,neurips,neurips_2022,1-5,state-action\s+pairs,(?:discount|reward)\s+function,,,,,,td3,ppo,dqn,sac,,,
226,Discrete Compositional Representations as an Abstraction for Goal Conditioned Reinforcement Learning.pdf,True,False,False,2022,neurips,neurips_2022,0,(?:discount|reward)\s+function,,,,,,,ppo,dqn,,,,,
227,Rethinking Individual Global Max in Cooperative Multi-Agent Reinforcement Learning.pdf,True,False,False,2022,neurips,neurips_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,action-value\s+function,,,,,,ppo,sac,,,,,
228,Constrained Update Projection Approach to Safe Policy Optimization.pdf,True,True,False,2022,neurips,neurips_2022,6-10,through\s+(?:deep\s+)?reinforcement\s+learning,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,action-value\s+function,,,,,trpo,ppo,,,,,
229,Reinforcement Learning in a Birth and Death Process Breaking the Dependence on the State Space.pdf,False,False,False,2022,neurips,neurips_2022,0,(?:discount|reward)\s+function,,,,,,,ppo,dqn,,,,,
230,Learning Robust Dynamics through Variational Sparse Gating.pdf,True,True,False,2022,neurips,neurips_2022,1-5,through\s+(?:deep\s+)?reinforcement\s+learning,,,,,,,dqn,ddpg,sac,td3,ppo,dreamer,
231,On the Effect of Pre-training for Transformer in Different Modality on Offline Reinforcement Learnin.pdf,True,True,False,2022,neurips,neurips_2022,0,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
232,Trajectory balance Improved credit assignment in GFlowNets.pdf,True,False,False,2022,neurips,neurips_2022,1-5,(?:discount|reward)\s+function,,,,,,,ppo,dqn,,,,,
233,Provable Benefit of Multitask Representation Learning in Reinforcement Learning.pdf,False,False,False,2022,neurips,neurips_2022,0,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
234,Max-Min Off-Policy Actor-Critic Method Focusing on Worst-Case Robustness to Model Misspecification.pdf,True,False,False,2022,neurips,neurips_2022,over 10,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,trpo,td3,ddpg,,,,
235,PCRL Priority Convention Reinforcement Learning for Microscopically Sequencable Multi-agent Problems.pdf,False,True,False,2022,neurips,neurips_2022,over 10,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,through\s+(?:deep\s+)?reinforcement\s+learning,action-value\s+function,,,,,ppo,dqn,,,,,
236,Uncertainty Estimation Using Riemannian Model Dynamics for Offline Reinforcement Learning.pdf,False,True,False,2022,neurips,neurips_2022,1-5,state-action\s+pairs,(?:discount|reward)\s+function,,,,,,ppo,sac,,,,,
237,Influencing Long-Term Behavior in Multiagent Reinforcement Learning.pdf,True,False,False,2022,neurips,neurips_2022,over 10,policy\s+gradient\s+(?:method|algorithm|approach),state-action\s+pairs,(?:discount|reward)\s+function,,,,,ppo,sac,,,,,
238,Human-Robotic Prosthesis as Collaborating Agents for Symmetrical Walking.pdf,False,True,False,2022,neurips,neurips_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,,,,,,,trpo,ppo,sac,ddpg,,,
239,Distributed Influence-Augmented Local Simulators for Parallel MARL in Large Networked Systems.pdf,True,False,False,2022,neurips,neurips_2022,6-10,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,ppo,,,,,,
240,Meta-Reward-Net Implicitly Differentiable Reward Learning for Preference-based Reinforcement Learnin.pdf,True,False,False,2022,neurips,neurips_2022,6-10,policy\s+gradient\s+(?:method|algorithm|approach),state-action\s+pairs,(?:discount|reward)\s+function,,,,,ppo,sac,,,,,
241,Model-based Safe Deep Reinforcement Learning via a Constrained Proximal Policy Optimization Algorith.pdf,True,True,False,2022,neurips,neurips_2022,6-10,(?:discount|reward)\s+function,,,,,,,trpo,ppo,,,,,
242,Parametrically Retargetable Decision-Makers Tend To Seek Power.pdf,False,False,False,2022,neurips,neurips_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,ppo,,,,,,
243,Iso-Dream Isolating and Leveraging Noncontrollable Visual Dynamics in World Models.pdf,True,False,False,2022,neurips,neurips_2022,1-5,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,,,,,,,ppo,dreamer,,,,,
244,I2Q A Fully Decentralized Q-Learning Algorithm.pdf,False,False,False,2022,neurips,neurips_2022,6-10,action-value\s+function,(?:discount|reward)\s+function,,,,,,ppo,dqn,ddpg,sac,,,
245,Dynamic Inverse Reinforcement Learning for Characterizing Animal Behavior.pdf,True,False,False,2022,neurips,neurips_2022,0,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,based\s+on\s+(?:deep\s+)?reinforcement\s+learning,state-action\s+pairs,(?:discount|reward)\s+function,,,,other,,,,,,
246,Instance-optimal PAC Algorithms for Contextual Bandits.pdf,False,False,False,2022,neurips,neurips_2022,0,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
247,Near Instance-Optimal PAC Reinforcement Learning for Deterministic MDPs.pdf,True,False,False,2022,neurips,neurips_2022,6-10,action-value\s+function,state-action\s+pairs,(?:discount|reward)\s+function,,,,,ppo,,,,,,
248,Policy Optimization for Markov Games Unified Framework and Faster Convergence.pdf,False,False,False,2022,neurips,neurips_2022,0,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,dqn,,,,,,
249,SPD Synergy Pattern Diversifying Oriented Unsupervised Multi-agent Reinforcement Learning.pdf,True,False,False,2022,neurips,neurips_2022,0,policy\s+gradient\s+(?:method|algorithm|approach),action-value\s+function,(?:discount|reward)\s+function,,,,,trpo,ppo,dqn,sac,,,
250,Distinguishing Learning Rules with Brain Machine Interfaces.pdf,False,False,False,2022,neurips,neurips_2022,over 10,policy\s+gradient\s+(?:method|algorithm|approach),,,,,,,other,,,,,,
251,Generalizing Goal-Conditioned Reinforcement Learning with Variational Causal Reasoning.pdf,True,False,False,2022,neurips,neurips_2022,6-10,(?:discount|reward)\s+function,,,,,,,pets,ppo,dqn,sac,,,
252,Improving Zero-Shot Generalization in Offline Reinforcement Learning using Generalized Similarity Fu.pdf,True,False,False,2022,neurips,neurips_2022,1-5,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,ppo,dqn,sac,,,,
253,Continuous MDP Homomorphisms and Homomorphic Policy Gradient.pdf,True,True,False,2022,neurips,neurips_2022,6-10,policy\s+gradient\s+(?:method|algorithm|approach),action-value\s+function,state-action\s+pairs,(?:discount|reward)\s+function,,,,dqn,ddpg,sac,td3,ppo,,
254,Models of human preference for learning reward functions.pdf,False,False,False,2022,neurips,neurips_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,ppo,,,,,,
255,Exploration via Planning for Information about the Optimal Trajectory.pdf,True,False,False,2022,neurips,neurips_2022,0,through\s+(?:deep\s+)?reinforcement\s+learning,action-value\s+function,state-action\s+pairs,(?:discount|reward)\s+function,,,,pets,td3,ppo,sac,,,
256,Off-Policy Evaluation for Episodic Partially Observable Markov Decision Processes under Non-Parametr.pdf,False,False,False,2022,neurips,neurips_2022,0,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
257,PALMER Perception - Action Loop with Memory for Long-Horizon Planning.pdf,False,False,False,2022,neurips,neurips_2022,0,(?:discount|reward)\s+function,,,,,,,dqn,sac,,,,,
258,A Unified Framework for Deep Symbolic Regression.pdf,True,True,False,2022,neurips,neurips_2022,6-10,(?:discount|reward)\s+function,,,,,,,ppo,dqn,,,,,
259,Skills Regularized Task Decomposition for Multi-task Offline Reinforcement Learning.pdf,False,True,False,2022,neurips,neurips_2022,0,state-action\s+pairs,(?:discount|reward)\s+function,,,,,,td3,,,,,,
260,Learning to Share in Networked Multi-Agent Reinforcement Learning.pdf,True,True,False,2022,neurips,neurips_2022,1-5,action-value\s+function,(?:discount|reward)\s+function,,,,,,dqn,ddpg,sac,,,,
261,Pre-Trained Image Encoder for Generalizable Visual Reinforcement Learning.pdf,False,False,False,2022,neurips,neurips_2022,1-5,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,sac,,,,,,
262,Factored Adaptation for Non-Stationary Reinforcement Learning.pdf,False,True,False,2022,neurips,neurips_2022,6-10,(?:discount|reward)\s+function,,,,,,,ppo,sac,,,,,
263,Off-Team Learning.pdf,True,False,False,2022,neurips,neurips_2022,1-5,action-value\s+function,(?:discount|reward)\s+function,,,,,,ppo,dqn,,,,,
264,Learning in Congestion Games with Bandit Feedback.pdf,False,False,False,2022,neurips,neurips_2022,0,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,ppo,dqn,sac,,,,
265,Policy Optimization with Linear Temporal Logic Constraints.pdf,False,False,False,2022,neurips,neurips_2022,0,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,ppo,dqn,,,,,
266,Efficient Scheduling of Data Augmentation for Deep Reinforcement Learning.pdf,True,False,False,2022,neurips,neurips_2022,1-5,through\s+(?:deep\s+)?reinforcement\s+learning,,,,,,,ppo,dqn,,,,,
267,Alleviating Posterior Collapse in Deep Topic Models via Policy Gradient.pdf,True,False,False,2022,neurips,neurips_2022,0,based\s+on\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),action-value\s+function,,,,,ppo,,,,,,
268,Near-Optimal Goal-Oriented Reinforcement Learning in Non-Stationary Environments.pdf,False,False,False,2022,neurips,neurips_2022,0,state-action\s+pairs,,,,,,,ppo,,,,,,
